9103,Botanical and zoological gardens and nature reserves activities
4330,Building completion and finishing
3011,Building of ships and floating structures
5224,Cargo handling
2431,Casting of iron and steel
6411,Central banking
3811,Collection of non-hazardous waste
8110,Combined facilities support activities
8430,Compulsory social security activities
6202,Computer consultancy and computer facilities management activities
4290,Construction of other civil engineering projects
4210,Construction of roads and railways
4220,Construction ofutility projects
9000,"Creative, arts and entertainment activities"
8542,Cultural education
2396,"Cutting, shaping and finishing of stone"
8422,Defense activities
4311,Demolition
1101,"Distilling, rectifying and blending of spirits"
8550,Educational support activities
4321,Electrical installation
5621,Event catering
0127,Growing of beverage crops
0128,"Growing of spices, aromatic, drug and pharmaceutical crops"
6491,Financial leasing
2591,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
5120,Freight air transport
4912,Freight rail transport
0125,Growing of other tree and bush fruits and nuts
0113,"Growing of vegetables and melons, roots and tubers"
8121,General cleaning of buildings
8411,General public administration activities
8521,General secondary education
0114,Growing of sugar cane
0115,Growing of tobacco
0123,Growing of citrus fruits
0122,Growing of tropical and subtropical fruits
0119,Growing of other non-perennial crops
0121,Growing of grapes
0126,Growing of oleaginous fruits
0112,Growing of rice
0129,Growing of other perennial crops
9602,Hair dressing and other beauty treatment
8530,Higher education
9999,Housework
0124,Growing of pome fruits and stone fruits
5022,Inland freight water transport
3320,Installation of industrial machinery and equipment
8030,Investigation activities
8130,Landscapecare and maintenance service activities
6910,Legal activities
9101,Library and archives activities
2821,Manufacture of agricultural and forestry machinery
0721,Mining of uranium and thorium ores
0810,"Quarrying of stone, sandand clay"
2522,Systems administrators
2511,Systems analysts
0891,Mining of chemical and fertilizer minerals
2145,Chemical engineers
0893,Extraction of salt
892,Extraction of peat
2523,Computer network professionals
0899,Other mining and quarrying n.e.c.
4120,Secretaries (general)
0910,Support activities for petroleum and natural gas extraction
2529,Database and network professionals not elsewhere classified
0990,Support activities for other mining and quarrying
2521,Database designers and administrators
1343,Aged care services managers
0116,Growing of fibre crops
0311,Marine fishing
0111,"Growing of cereals (except rice), leguminous crops and oil seeds"
0210,Silviculture and other forestry activities
0312,Freshwater fishing
1420,Manufacture of articles of fur
2420,Manufacture of basic precious and other non-ferrous metals
2720,Manufacture of batteries and accumulators
2814,"Manufacture of bearings, gears, gearing and driving elements"
3092,Manufacture of bicycles and in valid carriages
2394,"Manufacture of cement, lime and plaster"
2392,Manufacture of clay building materials
2620,Manufacture of computers and peripheral equipment
1394,"Manufacture of cordage, rope, twine and netting"
1702,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard
2593,"Manufacture of cutlery, hand tools and general hardware"
1050,Manufacture of dairy products
2740,Manufacture of electric lighting equipment
2610,Manufacture of electronic components and boards
2012,Manufacture of fertilizers and nitrogen compounds
1520,Manufacture of footwear
3240,Manufacture of games and toys
2310,Manufacture of glass and glass products
2660,"Manufacture of irradiation, electro-medical and electrotherapeutic equipment"
1430,Manufacture of knitted and crocheted apparel
2816,Manufacture of lifting and handling equipment
1074,"Manufacture of macaroni, noodles, couscous and similar farinaceous products"
2825,"Manufacture of machinery for food, beverage and tobacco processing"
2823,Manufacture of machinery for metallurgy
1392,"Manufacture of made-up textile articles, except apparel"
2680,Manufacture of magnetic and optical media
1103,Manufacture of malt liquors and malt
2030,Manufacture of man-made fibres
2651,"Manufacture of measuring, testing, navigating and control equipment"
3250,Manufacture of medical and dental instruments and supplies
3040,Manufacture of military fighting vehicles
2910,Manufacture of motor vehicles
2790,Manufacture of other electrical equipment
2732,Manufacture of other electronic and electric wires and cables
1079,Manufacture of other food products n.e.c.
2219,Manufacture of other rubber products
2829,Manufacture of other special-purpose machinery
2021,Manufacture of pesticides and other agrochemical products
2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
2220,Manufacture of plastics products
2818,Manufacture of power-driven hand tools
1920,Manufacture of refined petroleum products
2211,Manufacture of rubber tyres and tubes;  retreating and rebuilding of rubber tyres
2023,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations"
3230,Manufacture of sports goods
1062,Manufacture of starches and starch products
2511,Manufacture of structural metal products
1072,Manufacture of sugar
1200,Manufacture of tobacco products
1621,Manufacture of veneer sheets and wood-based panels
2652,Manufacture of watches and clocks
1410,"Manufacture of wearing apparel, except fur apparel"
1623,Manufacture of wooden containers
2812,Manufacture off luid power equipment
3020,Manufacture ofrailway locomotives and rolling stock
2920,Manufactureofbodies(coachwork)formotorvehicles;manufactureoftrailers and semi-trailers
7320,Market research and public opinion polling
3830,Materials recovery
8620,Medical and dental practice activities
0311,Marine fishing
0130,Plant propagation
0142,Raising of horses and other equines
5913,"Motion picture, video and television programme distribution activities"
5911,"Motion picture, video and television programme production activities"
6391,News agency activities
6512,Non-life insurance
8230,Organization of conventions and tradeshows
5590,Other accommodation
6629,Other activities auxiliary to insurance and pension funding
6499,"Other financial service activities, except insurance and pension funding activities,  n.e.c."
7830,Other human resources provision
3290,Other manufacturing n.e.c.
0149,Raising of other animals
4922,Other passenger land transport
7490,"Other professional, scientific and technical activities n.e.c."
5819,Other publishing activities
4799,"Other retail sale not in stores, stalls or markets"
4773,Other retail sale of new goods in specialized stores
9319,Other sports activities
8292,Packaging activities
6530,Pension funding
8219,"Photocopying, document preparation and other specialized office support activities"
7420,Photographic activities
4322,"Plumbing, heat and air-conditioning installation"
0144,Raising of sheep and goats
1311,Preparation and spinning of textile fibres
1811,Printing
8010,Private security activities
1030,Processing and preserving of fruit and vegetables
1010,Processing and preserving of meat
5812,Publishing of directories and mailing lists
0143,Raising of camels and camelids
0141,Raising of cattle and buffaloes
0146,Raising of poultry
0145,Raising of swine/pigs
6810,Reale state activities with own or leased property
8413,Regulation of and contribution to more efficient operation of businesses
3900,Remediation activities and other waste management services
7730,"Renting and leasing of other machinery, equipment and tangible goods"
7710,Renting andleasing of motor vehicles
7722,Renting of video tapes and disks
9512,Repair of communication equipment
9521,Repair of consumer electronics
3313,Repair of electronic and optical equipment
3311,Repair of fabricated metal products
9523,Repair of footwear and leather goods
3312,Repair of machinery
9529,Repair of other personal and household goods
1820,Reproduction of recorded media
8730,Residential care activities for the elderly and disabled
8710,Residential nursing care facilities
4781,"Retail sale  via stalls and markets of food, beverages and tobacco products"
4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating"
4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores"
4771,"Retail sale of clothing, footwear and leather articles in specialized stores"
4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores"
4721,Retail sale of food in specialized stores
0150,Mixed farming
4763,Retail sale of sporting equipment in specialized stores
4751,Retail sale of textiles in specialized stores
4723,Retail sale of tobacco products in specialized stores
4761,"Retail sale ofbooks, newspapers and stationary in specialized stores"
4789,Retail sale via stalls and markets of other goods
6621,Risk and damage evaluation
4530,Sale of motor vehicle parts and accessories
4510,Sale of motorvehicles
1610,Sawmilling and planning of wood
5012,Sea and coastal freight water transport
6612,Security and commodity contracts brokerage
0163,Post-harvest crop activities
5223,Service activities incidental to air transportation
5221,Service activities incidental to land transportation
5222,Service activities incidental to water transportation
5510,Short term accommodation activities
8810,Social work activities without accommodation for the elderly and disabled
5920,Sound recording and music publishing activities
7410,Specialized design activities
0162,Support activities for animal production
0161,Support activities for crop production
1511,Tanning and dressing of leather; dressing and dyeing of fur
7120,Technical testing and analysis
6020,Television programming and broadcasting activities
7912,Tour operator activities
4930,Transport via pipeline
3821,Treatmentand disposal of non-hazardous waste
9820,Undifferentiated service-producing activities of private households for own use
3600,"Water collection, treatment  and  supply"
1312,Weaving of textiles
6312,Web portals
4652,Wholesale of electronic and telecommunications equipment and parts
4630,"Wholesale of food, beverages and tobacco"
4662,Wholesale of metals and metalores
4649,Wholesale of other household goods
4659,Wholesale of other machinery and equipment
4669,Wholesale of waste and scrap and other products n.e.c.
4610,Wholesale on a fee or contract basis
3999,Text Review
3999,Text Review
3998,Unclear Text
4131,Typists and word processing operators
2512,Software developers
2513,Web and multimedia developers
2519,Software and applications developers and analysts not elsewhere classified
2411,Accountants
3313,Accounting associate professionals
1311,Agricultural and forestry production managers
7233,Agricultural and industrial machinery mechanics and repairers
3154,Air traffic controllers
3258,Ambulance workers
6129,Animal producers not elsewhere classified
2656,"Announcers on radio, television and other media"
1312,Aquaculture and fisheries production managers
2621,Archivists and curators
8219,Assemblers not elsewhere classified
2266,Audiologists and speech therapists
2641,Authors and related writers
7221,"Blacksmiths, hammer smiths and forging press workers"
4212,"Bookmakers, croupiers and related gaming workers"
0620,Extraction of natural gas
0710,Mining of iron ores
0729,Mining of other non-ferrous metal ores
7112,Bricklayers and related workers
3521,Broadcasting and audio-visual technicians
7411,Building and related electricians
5153,Building caretakers
9313,Building construction labourers
8331,Bus and tram drivers
7511,"Butchers, fishmongers and related food preparers"
3323,Buyers
7115,Carpenters and joiners
5230,Cashiers and ticket clerks
3434,Chefs
3111,Chemical and physical science technicians
3133,Chemical processing plant controllers
8131,Chemical products plant and machine operators
5311,Child care workers
9112,"Cleaners and helpers in offices, hotels and other establishments"
5151,"Cleaning and housekeeping supervisors in offices, hotels and other establishments"
5162,Companions and valets
3332,Conference and event planners
5244,Contact centre salespersons
7549,Craft and related workers not elsewhere classified
8343,"Crane, hoist and related plant operators"
7513,Dairy-products makers
3251,Dental assistants and therapists
3254,Dispensing opticians
2631,Economists
2351,Education methods specialists
3113,Electrical engineering technicians
2151,Electrical engineers
7413,Electrical line installers and repairers
7421,Electronics mechanics and servicers
4225,Enquiry clerks
2143,Environmental engineers
2132,"Farming, forestry and fisheries advisers"
6111,Field crop and vegetable growers
2654,"Film, stage and related directors and producers"
2413,Financial analysts
1346,Financial and insurance services branch managers
7515,Food and beverage tasters and graders
6210,Forestry and related workers
9215,Forestry labourers
3143,Forestry technicians
9333,Freight handlers
8155,Fur and leather preparing machine operators
2114,Geologists and geophysicists
3354,Government licensing officials
3352,Government tax and excise officials
2166,Graphic and multimedia designers
5141,Hairdressers
9331,Hand and pedal vehicle drivers
7318,"Handicraft workers in textile, leather and related materials"
1342,Health services managers
5322,Home-based personal care workers
1411,Hotel managers
1212,Human resource managers
6224,Hunters and trappers
2141,Industrial and production engineers
1330,Information and communications technology service managers
7124,Insulation workers
3321,Insurance representatives
3432,Interior designers and decorators
9412,Kitchen helpers
8157,Laundry machine operators
2611,Lawyers
2619,Legal professionals not elsewhere classified
3342,Legal secretaries
1111,Legislators
3141,Life science technicians (excluding medical)
4412,Mail carriers and sorting clerks
2421,Management and organization analysts
1120,Managing directors and chief executives
3122,Manufacturing supervisors
3256,Medical assistants
8121,Metal processing plant operators
3135,Metal production process controllers
7223,Metal working machine tool setters and operators
2112,Meteorologists
3222,Midwifery associate professionals
8111,Miners and quarries
2146,"Mining engineers, metallurgists and related professionals"
1322,Mining managers
9213,Mixed crop and livestock farm labourers
7231,Motor vehicle mechanics and repairers
7312,Musical instrument makers and tuners
2652,"Musicians, singers and composers"
2221,Nursing professionals
9622,Odd job persons
2355,Other arts teachers
2353,Other language teachers
8183,"Packing, bottling and labeling machine operators"
8143,Paper products machine operators
2240,Paramedical practitioners
4313,Payroll clerks
2423,Personnel and careers professionals
5164,Pet groomers and animal care workers
3213,Pharmaceutical technicians and assistants
2633,"Philosophers, historians and political scientists"
7314,Potters and related workers
6122,Poultry producers
7321,Pre-press technicians
7323,Print finishing and binding workers
5413,Prison guards
2163,Product and garment designers
4322,Production clerks
5419,Protective services workers not elsewhere classified
8312,"Railway brake, signal and switch operators"
3359,Regulatory government associate professionals not elsewhere classified
1223,Research and development managers
1420,Retail and wholesale trade managers
7121,Roofers
8141,Rubber products machine operators
1221,Sales and marketing managers
2330,Secondary education teachers
3311,Securities and finance dealers and brokers
8153,Sewing machine operators
8350,Ships' deck crews and related workers
3152,Ships' deck officers and pilots
7536,Shoemakers and related workers
5221,Shop keepers
5223,Shop sales assistants
5222,Shop supervisors
7542,Shotfirers and blasters
2635,Social work and counseling professionals
3412,Social work associate professionals
2212,Specialist medical practitioners
1431,"Sports, recreation and cultural centre managers"
7132,Spray painters and varnishers
4321,Stock clerks
5212,Street food salespersons
9520,Street vendors (excluding food)
7214,Structural-metal preparers and erectors
6340,"Subsistence fishers, hunters, trappers and gatherers"
6320,Subsistence livestock farmers
4227,Survey and market research interviewers
9613,Sweepers and related labourers
7531,"Tailors, dressmakers, furriers and hatters"
2359,Teaching professionals not elsewhere classified
2433,Technical and medical sales professionals (excluding ICT)
3230,Traditional and complementary medicine associate professionals
2230,Traditional and complementary medicine professionals
1113,Traditional chiefs and heads of village
2643,"Translators, interpreters and other linguists"
5112,Transport conductors
4221,Travel consultants and clerks
2310,University and higher education teachers
7534,Upholsterers and related workers
3240,Veterinary technicians and assistants
2651,Visual artists
5131,Waiters
9624,Water and firewood collectors
7212,Welders and flame cutters
8113,Well drillers and borers and related workers
9123,Window cleaners
8172,Wood processing plant operators
7521,Wood treaters
2310,"Agriculture (tractors, threshers, etc.)"
2260,"Crushing, splitting of stone"
1230,Digging
1130,"Digging, Shoveling"
2220,Drilling
3300,Equipment for work with electricity
1170,Forming
1140,Grinding
1262,Grinding
2900,Machinery not classified elsewhere
3900,OTHER equipment
2910,OTHER machinery used for processing materials
1190,OTHER non-power-driven tools
1189,OTHER working with garment and carpets
1289,OTHER working with garment and carpets
2274,OTHER working with garment and carpets
2100,"Ovens, furnaces, furnace burners"
1242,Pressing
2232,Pressing
2251,Sandblasting
2210,"Sawing, cutting"
1182,"Stitching, embroidering"
1282,"Stitching, embroidering"
2272,"Stitching, embroidering"
2321,Transportation of passengers
6920,"Accounting, book keeping and auditing activities; tax consultancy"
9321,Activities of amusement parks and theme parks
9411,Activities of business and employers membership organizations
8220,Activities of call centres
8291,Activities of collection agencies and credit bureaus
6622,Activities of insurance agents and brokers
9499,Activities of other membership organizations n.e.c.
9491,Activities of religious organizations
6611,Administration of financial markets
7310,Advertising
7110,Architectural and engineering activities and related technical consultancy
5811,Book publishing
3012,Building of pleasure and sporting boats
5520,"Camping grounds, recreational vehicle parks and  trailer parks"
2432,Casting of non-ferrous metals
3812,Collection of hazardous waste
8211,Combined officea dministrative service activities
6201,Computer programming activities
4100,Construction of buildings
5320,Courier activities
6311,"Data processing, hosting and related activities"
3510,"Electric power generation, transmission and distribution"
0164,Seed processing for propagation
0170,"Hunting, trapping and related service activities"
1313,Finishing of textiles
8421,Foreign affairs
4923,Freight transport by road
6630,Fund management activities
9603,Funeral and related activities
9200,Gambling and betting activities
0220,Logging
0230,Gathering of non-wood forest products
0240,Support services to forestry
0322,Freshwater aquaculture
8610,Hospital activities
0321,Marine aquaculture
5021,Inland passenger water transport
7740,"Leasing of intellectual property and similar products, except copyrighted works"
6511,Life insurance
4520,Maintenance and repair of motor vehicles
7020,Management consultancy activities
3030,Manufacture of air and space craft  and related machinery
2395,"Manufacture of articles of concrete, cement and plaster"
1071,Manufacture of bakery products
2011,Manufacture of basic chemicals
2410,Manufacture of basic iron and steel
1622,Manufacture of builders’ carpentry and joinery
1393,Manufacture of carpets and rugs
1073,"Manufacture of cocoa, chocolate and sugar confectionery"
1910,Manufacture of coke oven products
2630,Manufacture of communication equipment
2640,Manufacture of consumer electronics
2750,Manufacture of domestic appliances
2811,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
2731,Manufacture of fibre optic cables
3100,Manufacture of furniture
3520,Manufacture of gas; distribution of gaseous fuels through mains
0510,Mining of hard coal
1061,Manufacture of grain mill products
3212,Manufacture of imitation jewellery and related articles
3211,Manufacture of jewellery and related articles
1391,Manufacture of knitted and crocheted fabrics
1512,"Manufacture of luggage, handbags and the like, saddlery and harness"
2826,"Manufacture of machinery for textile, appare land leather production"
2824,"Manufacture of machinery formining, quarrying  and construction"
2822,Manufacture of metal-forming machinery and machine tools
3091,Manufacture of motorcycles
3220,Manufacture of musical instruments
2817,Manufacture of office machinery and equipment(except computers and peripheral equipment)
2670,Manufacture of optical instruments and photographic equipment
1709,Manufacture of other articles of paper and paperboard
2029,Manufacture of other chemical products n.e.c.
2599,Manufacture of other fabricated metal products n.e.c.
2819,Manufacture of other general-purpose machinery
2399,Manufacture of other non-metallic mineral products n.e.c.
2393,Manufacture of other porcelain and ceramic products
1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials"
2813,"Manufacture of other pumps, compressors, taps and valves"
1399,Manufacture of other textiles n.e.c.
3099,Manufacture of other transport equipment .e.c.
2815,"Manufacture of ovens, furnaces and furnace burners"
2022,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
2013,Manufacture of plastics and synthetic rubber in primary forms
1080,Manufacture of prepared animal feeds
1075,Manufacture of prepared meals and dishes
1701,"Manufacture of pulp, paper and paperboard"
2391,Manufacture of refractory products
1104,Manufacture of soft drinks; production of mineral waters and other bottled waters
2513,"Manufacture of steam generators, except central heating hot water boilers"
2512,"Manufacture of tanks, reservoirs and containers of metal"
1040,Manufacture of vegetable and animal oils and fats
2520,Manufacture of weapons and ammunition
1102,Manufacture of wines
2733,Manufacture of wiring devices
2930,Manufactureo f parts and accessories for motor vehicles
2710,"Manufactureofelectricmotors,generators,transformersandelectricity distribution and control apparatus"
0520,Mining of lignite
0610,Extraction of crude petroleum
5914,Motion picture projection activities
5912,"Motion picture, video and television programme post-production  activities "
9102,Museums activities and operation of historical sites and buildings
4690,Non-specialized wholesale trade
9311,Operation of sports facilities
6619,Other activities auxiliary to financial service activities
9329,Other amusement and recreation activities n.e.c.
8129,Other building and  industrial cleaning activities
8299,Other business support service activities n.e.c.
4329,Other construction installation
6492,Other credit granting
8549,Other education n.e.c.
5629,Other food service activities
8690,Other human health activities
6399,Other information service activities n.e.c.
6209,Other information technology and computer service activities
6419,Other monetary intermediation
7990,Other reservation service and related activities
8790,Other residential care activities
4719,Other retail sale in non-specialized stores
8890,Other social work activities without accommodation
4390,Other specialized construction activities
6190,Other telecommunications activities
5229,Other transportation support activities
5110,Passenger air transport
4911,"Passenger rail transport, interurban"
5310,Postal activities
8510,Pre-primary and primary education
1020,"Processing and preserving of fish, crustaceans and molluscs"
8423,Public order and safety activities
5813,"Publishing of newspapers, journals and periodicals"
6010,Radio broadcasting
6820,Real estate activities on a fee or contract basis
8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding  social security"
6520,Reinsurance
7729,Renting and leasing of other personal and household goods
7721,Renting and leasing of recreational and sports goods
9511,Repair of computers and peripheral equipment
9522,Repair of household appliances and home and garden equipment
3319,Repair of other equipment
3315,"Repair of transport equipment, except motor vehicles"
3314,Repair ofelectrical equipment
9524,Repairof furniture and home furnishings
7210,Research and experimental development on natural sciences and engineering
7220,Research and experimental development on social sciences and humanities
8720,"Residential care activities for mental retardation, mental health and substance abuse"
5610,Restaurants and mobile food service activities
4742,Retail sale of audio and video equipment in specialized stores
4730,Retail sale of automotive fuel in specialized stores
4722,Retail sale of beverages in specialized stores
4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores"
4764,Retail sale of games and toys in specialized stores
4752,"Retail sale of hardware, paints and glass in specialized stores"
4762,Retail sale of music and video recordings in specialized stores
4772,"Retail sale of pharmaceutical and medical goods, cosmetic and  toilet articles in specialized stores"
4774,Retail sale of second-hand goods
4791,Retail sale via mail order houses or via Internet
4782,"Retail sale via stalls and markets of textiles, clothing and footwear"
4540,"Sale, maintenance and repair of motorcycle sand related parts and accessories"
